,name,party,chamber,text,score_pattern,score_vader
2163,Chuck Schumer,D,senate,@POTUS Urge Putin to work to mitigate the threat posed by North Korea's nuclear weapons program.,0.0,-0.743
2164,Kyrsten Sinema,D,house,Working together to ensure @AZNationalGuard has the resources they need to serve and protect Arizona. http://pbs.twimg.com/media/DG_5BCAUMAI9Hkz.jpg,0.0,0.6369
2165,Catherine Cortez Masto,D,senate,Senate GOP's #Trumpcare is just as dangerous as the bills that proceeded it. http://pbs.twimg.com/media/DE8fUInWAAAYoNr.jpg,-0.6,-0.4767
2166,Tammy Baldwin,D,senate,People want bipartisan work to improve health care. Encouraged that GOP and Dem guvs have taken the initiative to offer solutions.,0.0,0.8625
2167,Lucille Roybal-Allard,D,house,#BreastCancerAwarenessMonth is very personal to me: My sister Lillian is one of more than 3.1 million #BreastCancer survivors in the US. Please take this month to educate yourself about breast cancer by visiting http://www.cdc.gov/cancer/breast. http://pbs.twimg.com/media/DMDXeG9W0AIbGQ-.jpg,0.25,-0.4767
2168,Orrin Hatch,R,senate,One of Senator Hatch’s top priorities has always been to help those suffering gain access to the best possible treatments. #utpol http://pbs.twimg.com/media/DLyS-BTUIAE6Aop.jpg,0.5,0.8402
2169,Tim Walz,D,house,Talked w/ unions &amp; companies re protecting &amp; enhancing our quality of life by focusing on good healthcare &amp; financial security in retirement http://pbs.twimg.com/media/DIAuTNTUIAAUX5v.jpg http://pbs.twimg.com/media/DIAuTNTV0AMoHum.jpg http://pbs.twimg.com/media/DIAuTNXUMAAD9Qn.jpg http://pbs.twimg.com/media/DIAuTNYVwAA3vWZ.jpg,0.35,0.6486
2170,Kristi Noem,R,house,Congrats to Team Noem!! A team that runs together stays together! #nafhalf #navy5miler… https://www.instagram.com/p/BZJTbrMhFsn/,0.0,0.6458
2171,Lacy Clay,D,house,RT @ChristopherAve Today @realDonaldTrump praised himself &amp; told Americans in Puerto Rico that Maria wasn't real catastrophe. http://www.stltoday.com/news/national/president-trump-praises-himself-for-administration-s-great-job-in/article_5de71c87-c8c9-5e5b-9d7d-5f5c12888437.html,-0.1,0.7728
2172,Kyrsten Sinema,D,house,Happy birthday @CongressmanRuiz!,1.0,0.6114
2173,Terri Sewell,D,house,This week I signed a discharge petition to DEMAND a vote on the bipartisan #DREAMAct. We must keep our promise to #DREAMers!,0.0,0.0923
2174,Jackie Walorski,R,house,Americans spend $99 billion a year to file income taxes. It doesn't need to be so complicated or costly. We can fix this with #TaxReform. http://pbs.twimg.com/media/DGP1UCJXoAAGz1-.jpg,-0.5,-0.1689
2175,Dick Durbin,D,senate,"Trump-Sessions ideological crusades are driving a wedge between police &amp; communities they serve, making it harder to combat violent crime. https://twitter.com/PostOpinions/status/895673596206391298 QT @PostOpinions POST EDITORIAL: Ideology trumps crime-fighting at Sessions’s Justice Department http://wapo.st/2fsVCLv?tid=ss_tw&utm_term=.14d7c609b0dc",-0.45,-0.4342
2176,Tim Walz,D,house,Thanks to folks across Minnesota who called our office today to raise their voices in support of their neighbor. (3/3),0.2,0.6808
2177,Don Beyer,D,house,"Investigators looking at Jared Kushner’s “role as a possible cut-out or conduit for Moscow’s influence operations.""

Kushner must go. Now. https://twitter.com/repdonbeyer/status/885120557594943488 QT @RepDonBeyer New investigation focus on Jared Kushner:

""Trump-Russia investigators probe Jared Kushner-run digital operation""
http://www.mcclatchydc.com/news/nation-world/national/article160803619.html http://pbs.twimg.com/media/DEiUcyfV0AQmdX0.jpg http://pbs.twimg.com/media/DEiUcyfVoAAutis.jpg http://pbs.twimg.com/media/DEiUcygUMAAXZWk.jpg",0.0454545454545,0.5473
2178,Orrin Hatch,R,senate,Household savings are vital to achieving the #AmericanDream #utpol http://pbs.twimg.com/media/DGZlV9JXsAEAQcR.png,0.1,0.296
2179,Neal Dunn,R,house,Updated info on FL02 power outages. Thank you to all the linemen who are working tirelessly to restore power to FL. http://www.wctv.tv/content/news/customers-without-power-443636373.html,0.0,0.5719
2180,Mike Thompson,D,house,"RT @SolanoSheriff #AtlasFire Update: For Gordon Valley residents, there is still room available for horses at Solano County Fairgrounds in Vallejo",0.4,0.0
2181,Elzabeth Esty,D,house,My thoughts and prayers are with those involved in this morning’s incident in Singapore. https://www.washingtonpost.com/world/another-us-navy-destroyer-collides-with-a-merchant-ship-rescue-efforts-underway/2017/08/20/c42f15b2-8602-11e7-9ce7-9e175d8953fa_story.html?utm_term=.974eef269204&wpisrc=al_alert-COMBO-world%252Bnation&wpmk=1,0.0,0.0
2182,Sherrod Brown,D,senate,If the GOP HC bill makes you 😳😰or leaves you w/❓- go to your 💻or📱at 6pm tmrw for my FB Live Town Hall #WorldEmojiDay https://www.facebook.com/SenatorSherrodBrown/videos/320422151716385/,0.136363636364,0.0
2183,Bill Johnson,R,house,Writing letters of appreciation to local veterans with students from Bloom Vernon Elementary in Scioto County. http://pbs.twimg.com/media/DKLeXIEWkAAJO8c.jpg,0.15,0.5106
2184,Mike Crapo,R,senate,"Happy birthday, Senator @ChrisMurphyCT!",1.0,0.6114
2185,David Schweikert,R,house,"Today at 2:30 pm AZ on http://facebook.com/waysandmeans, I will be joining @WaysandMeansGOP to talk about pro growth tax reform. Please tune in!",0.0,0.636
2186,Yvette Clarke,D,house,RT @OfficialCBC Sessions wants to put more people of color in jail and take away their educational opportunities. https://nyti.ms/2hmhgRS,0.316666666667,0.3818
2187,Darrell Issa,R,house,Want to share your feedback on what Congress should take up in #TaxReform? Take a second to do that here → http://go.usa.gov/xRezm,0.0,0.3612
2188,Pramila Jayapal,D,house,RT @vosslerm1 @RepJayapal The moment for EJ is NOT lost.  It's just gaining momentum,0.0,0.128
2189,Tom Emmer,R,house,Huge thanks to @TimPawlenty for coming to speak to the @StCldAreaChamb about the future of our workforce! http://pbs.twimg.com/media/DMB89BfUQAAxe6x.jpg,0.2,0.6696
2190,Rick Crawford,R,house,Looking forward to it! #STEM https://twitter.com/AStateERZ/status/886734840120438784 QT @AStateERZ @RepRickCrawford we are looking forward to having you bring opening remarks at the kickoff breakfast tomorrow. #ERWC,0.0,0.5893
2191,Ruben Kihuen,D,house,RT @Mitch_Fox Thanks Rep. @RubenKihuen for a great meeting with @MBSewald and the @NVBroadcasters ! http://pbs.twimg.com/media/DG-0tcUUwAAjPtb.jpg,0.6,0.807
2192,Catherine Cortez Masto,D,senate,"If #GrahamCassidy passes, 243k Nevadans will lose lifesaving care. This bill is evil &amp; if passed, people could die. This is not hyperbole.",-1.0,-0.8316
2193,Sheldon Whitehouse,D,senate,The auto industry made a deal on fuel economy standards &amp; now it's taking advantage of the science-denying admin &amp; not keeping its promise. https://twitter.com/HuffPostContrib/status/916320561374121986 QT @HuffPostContrib .@SenWhitehouse: The auto industry needs to keep its word on fuel economy standards http://huffp.st/4PkSyH2 http://pbs.twimg.com/media/DLdssY_X4AMqspK.jpg,0.0,0.5531
2194,Dick Durbin,D,senate,"It's clear the American people don't want this. As their representatives, Republicans should join us to solve problems, not create them. https://twitter.com/CBSNews/status/912275997831155712 QT @CBSNews New CBS News poll finds most Americans disapprove of the Graham-Cassidy health care bill http://cbsn.ws/2y36sj4 http://pbs.twimg.com/media/DKkOLxDW4AA36uM.jpg",0.184090909091,0.8223
2195,Charlie Crist,D,house,"@SBAgov Loan types: Business Physical Disaster, Economic Injury Disaster, Home &amp; Personal Property, and Military Reservists Economic Injury Loans.",0.06,-0.93
2196,John Yarmuth,D,house,"RT @NydiaVelazquez .@realDonaldTrump, our fellow Americans' lives are on the line. #PuertoRico must receive every resource it needs to confront this crisis.",0.0,-0.7632
2197,Lisa Murkowski,R,senate,"Best of luck to all of those testing their skill, strength, agility &amp; endurance @ World Eskimo-Indian Olympics. http://pbs.twimg.com/media/DFNG8xJXgAEE6Mh.jpg",1.0,0.886
2198,Catherine Cortez Masto,D,senate,Stopped by @Allegiant to thank them for doing the right thing &amp; providing nearly 200 free flights so far to folks impacted by #1October. http://pbs.twimg.com/media/DLzxFj5XkAEBZmM.jpg,0.261904761905,0.5994
2199,Steve Cohen,D,house,"I'm afraid his obsession with Senator #Blumental may be interfering with his 1st priority #golf! #Resistance #ResistTrump #bonespurs https://twitter.com/realdonaldtrump/status/894661651760377856 QT @realDonaldTrump I think Senator Blumenthal should take a nice long vacation in Vietnam, where he lied about his service, so he can at least say he was there",-0.125,0.3869
2200,Barbara Comstock,R,house,RT @Dulles_Airport Some flights are experiencing ground stops and delays at area airports due to severe thunderstorms passing through the region. http://pbs.twimg.com/media/DEuKCaJW0AA9frG.jpg http://pbs.twimg.com/media/DEuKCaIXYAEZYOg.jpg,-0.125,-0.4939
2201,Brad Wenstrup,R,house,Happening now... https://twitter.com/hascdemocrats/status/880272850820759553 QT @HASCDemocrats #FY18NDAA headed toward final approval in committee http://pbs.twimg.com/media/DDdbLy_XcAASEHB.jpg,0.0,0.7672
2202,Shelley Moore Capito,R,senate,.@InterMountainWV has the scoop on how I’m supporting health centers in WV: http://bit.ly/2tj7CjR,0.25,0.5423
2203,Bill Keating,D,house,Senate #Trumpcare lets insurers discriminate against women simply because they’re women.,0.0,0.0
2204,Carolyn Maloney,D,house,"RT @HRC ""We will oppose this ban and love will conquer all. We are with trans troops!"" - @RepMaloney #ProtectTransTroops https://www.facebook.com/humanrightscampaign/videos/10155608558613281/",0.625,-0.088
2205,Richard Hudson,R,house,@pedsdoc99 @SenatorBurr @SenThomTillis We passed #extendCHIP out of committee last night,0.0,0.0
2206,Ro Khanna,D,house,It’s time to #WakeUpGOP. 6 months without action to create good-paying jobs for Americans is unacceptable.,0.1,-0.5878
2207,Markwayne Mullin,R,house,#DidYouKnow that we passed a bill to give our service members the biggest pay raise in 8 years? http://didyouknow.gop http://pbs.twimg.com/media/DHiJ93MXUAAQFys.jpg,0.0,-0.1027
2208,David Schweikert,R,house,"RT @ScottElliotG This, from Schweikert, is good. http://pbs.twimg.com/media/DIAwYQZXoAAHDNT.jpg",0.7,0.4404
2209,Orrin Hatch,R,senate,NEWS: Hatch has been named most effective member of the Senate by the Center for Effective Lawmaking. https://www.hatch.senate.gov/public/index.cfm?p=releases&id=6A0FA4DD-B5C0-436D-968A-BCBC9E5C7ECF #utpol http://pbs.twimg.com/media/DKv3NVqX0AAZF2R.jpg,0.4,0.7574
2210,Kamala Harris,D,senate,The Republican health care bill would take away coverage for millions of Americans to give tax cuts to the wealthiest Americans.,0.0,0.6369
2211,Charlie Crist,D,house,#Medicare and #Medicaid are life-savers for millions who depend on them for care! Thanks @CMSGov for 52 years helping Florida families. http://pbs.twimg.com/media/DFwmlutXsAA6B7m.jpg,0.2,0.8221
2212,Kathy Castor,D,house,🚨 Note shift to west - make plan to evac flood zones on Saturday morning/asap 👉 Find safe place - #Irma is a huge storm - #Tampa https://twitter.com/tvstacie/status/906355959244746753 QT @TVStacie No one can say where #Irma is going to actually make landfall but the Bay Area is sitting in a precarious position. #staysafe #plannow,0.3,0.5051
2213,Sheila Jackson Lee,D,house,"""How to define Obstruction of Justice in the Constitutional and Criminal Justice Context "" https://www.pscp.tv/w/bCP8sjEzNTkxMTQxfDFCUkpqV25CTW5heHf0euOyESxtLsH54aS8CeRLON0hauQmzWg3mocokhyiWg==",-0.4,0.5267
2214,Jamie Raskin,D,house,Proud of Maryland's great Atty General Brian Frosh for standing with DREAMers. We're fighting hard to pass the DREAM Act. #DefendDACA https://twitter.com/BrianFrosh/status/907318585843961856 QT @BrianFrosh TODAY:  My office filed suit against Trump Administration over rescinding #DACA http://pbs.twimg.com/media/DJdxZv1XkAABJHh.jpg,0.339583333333,0.8902
2215,Eleanor Holmes Norton,D,house,Thrilled that the House today passed my bill to create a bicentennial commission to honor and celebrate the life of Frederick Douglass! http://pbs.twimg.com/media/DL4c_kHX4AE-VbF.jpg,0.75,0.9041
2216,Richard Blumenthal,D,senate,The Republicans’ #healthcare plan will literally cost American lives.,0.0,0.0
2217,Jan Schakowsky,D,house,".@SenateGOP don't have the votes to bring up #Trumpcare.

Say it with me: When we fight we win.

Keep it up!

📞📱✉️📬📧",1.0,0.3595
2218,Mitch McConnell,R,senate,.@SenateMajLdr McConnell statement on @EPAScottPruitt's announcement is here --&gt; http://bit.ly/2yekzRQ https://twitter.com/EPAScottPruitt/status/917802478845988864 QT @EPAScottPruitt Today I signed a Notice of Proposed Rulemaking proposing to repeal the Clean Power Plan. Read the release here: https://www.epa.gov/newsreleases/epa-takes-another-step-advance-president-trumps-america-first-strategy-proposes-repeal http://pbs.twimg.com/media/DLyv0StXUAApwLo.jpg,0.366666666667,0.7378
2219,Mike Thompson,D,house,"RT @ScottMcGrew AT&amp;T says its has mobile cell site trucks in Willits, the Napa Town &amp; County Fairgrounds and Santa Rosa to help customers. #napafire http://pbs.twimg.com/media/DL3GaoSVoAEff-H.jpg",0.0,0.4019
2220,Pramila Jayapal,D,house,"RT @TUSK81 Thank you for your leadership, @RepJayapal! #ProtectDreamers #HereToStay https://twitter.com/RepJayapal/status/913141055079501824 QT @RepJayapal The Dream Act is what's best for our economy and society. It's compassionate, humane and smart. Immigrants are #HereToStay. http://pbs.twimg.com/media/DKwgsaBWAAc9byU.jpg https://video.twimg.com/amplify_video/913140135067373568/vid/1280x720/z9Jy9QqtsnvX-9nX.mp4",0.607142857143,0.9547
2221,Jeff Merkley,D,senate,"Linda, a nurse from Corvallis, shudders to think of the repercussions of 350k in OR losing their care under GOP plan http://www.gazettetimes.com/opinion/editorial/letter-attacks-on-health-care-will-continue/article_8299dc21-7fea-593c-9f99-f3d4dca401bd.html",0.0,0.1531
2222,Louise Slaughter,D,house,"After weeks of hiding their #Trumpcare bill, today @SenateGOP are ambushing Americans with a bill that’s just as mean as the House version. https://t.co/5c3YGBE1M2",-0.3125,-0.296
2223,Steve King,R,house,"Chairman of Congressional Black Caucus, Richmond, comes unhinged, asserts his civility &amp; threatens Congressman King. https://t.co/01vF9vXO1s",-0.166666666667,-0.3818
2224,John Cornyn,R,senate,Floodwaters Inundate Beaumont as Houston Assesses Damage via @NYTimes https://www.nytimes.com/2017/09/01/us/houston-evacuees-hurricane-home.html,0.0,-0.4939
2225,Tom Graves,R,house,Great meeting with @ACELoans. My Wall Street reform bill will help entrepreneurs get the capital they need to start businesses &amp; create jobs http://pbs.twimg.com/media/DGuD41LXUAYfJTL.jpg,0.8,0.836
2226,David Young,R,house,Open Office Hours for #IA03 in Perry Aug 30th: 2:00pm to 4:00pm – McCreary Community Building – 1800 Pattee Street https://davidyoung.house.gov/media-center/press-releases/congressman-young-announces-more-open-office-hours-meetings http://pbs.twimg.com/ext_tw_video_thumb/895291584899686408/pu/img/ZR9inHZsi2YqXDPJ.jpg https://video.twimg.com/ext_tw_video/895291584899686408/pu/pl/zlqG2XZJYjacje7w.m3u8,0.0,0.0
2227,Todd Rokita,R,house,8/18 will be the second Annual Women’s Summit. For more information and to register contact (317) 718-0404. http://pbs.twimg.com/media/DFsAQlEWsAAIfUO.jpg,0.25,0.0
2228,Brad Schneider,D,house,Good to catch up with Rabbi Bruce Elder and talk about importance of humanitarian development assistance during his visit to DC. http://pbs.twimg.com/media/DFIFtv6XoAAygv3.jpg,0.7,0.6597
2229,Scott Peters,D,house,"@CDCgov @SanDiegoCounty This week, @CDCgov informed us that vaccinating vulnerable populations is the best &amp; chosen strategy to combat the #HepatitisA outbreak. http://pbs.twimg.com/media/DLZHJTfWkAUu_nN.jpg http://pbs.twimg.com/media/DLZHLAxWAAYSxUE.jpg",0.25,0.2263
2230,Adam Kinzinger,R,house,"Heads up, #IL16! Seek shelter, stay safe. https://twitter.com/13WREX/status/888484215595032576 QT @13WREX A Severe Thunderstorm Warning has been issued for Winnebago Co. Move indoors now! For more: http://www.wrex.com/weather. http://pbs.twimg.com/media/DFSHrrPU0AAzENT.jpg",0.5625,0.4619
2231,Jim Inhofe,R,senate,I am deeply saddened by the hatred being displayed in Charlottesville. It is unacceptable. We must work together to unite our nation.,0.0,-0.8977
2232,Mac Thornberry,R,house,RT @HASCRepublicans Chairman @MacTXPress opening remarks on today's hearing - U.S. Defense Strategy on South Asia - https://goo.gl/uV3d2C,0.0,0.128
2233,Joseph Kennedy III,D,house,"RT @CNNnewsroom .@RepJoeKennedy: ""Skinny repeal is a way to destroy individual market &amp; what healthcare is in this country""  http://snpy.tv/2vb0Odx",0.0,-0.5423
2234,Norma Torres,D,house,My Ontario office recently reunited a #PurpleHeart cert. w/ the family of a fallen hero. It’s our privilege to help those who’ve served. http://pbs.twimg.com/media/DGqCJjyXUAENuse.jpg http://pbs.twimg.com/media/DGqCJkAWsAAKErt.jpg http://pbs.twimg.com/media/DGqCJj8W0AA3m5y.jpg,0.0,0.743
2235,Sean Duffy,R,house,RT @RepSeanDuffy #NeverForget http://pbs.twimg.com/amplify_video_thumb/907338820407971841/img/X5eJ7iMafbMakFtj.jpg https://video.twimg.com/amplify_video/907338820407971841/vid/640x360/ZATwWTVQjD5Pzutz.mp4,0.0,0.0
2236,Ted Lieu,D,house,President Trump’s sabotage of the #ACA will result in skyrocketing premiums &amp; skyrocketing out-of-pocket costs for millions of Americans. https://twitter.com/thehill/status/897530183241965569 QT @thehill #BREAKING: CBO: Insurance premiums would rise 20 percent if Trump cuts key ObamaCare payments http://hill.cm/YAMmUKT http://pbs.twimg.com/media/DHSq8axVYAAOETF.jpg,0.0,-0.2656
2237,Jacky Rosen,D,house,"My #CodeLikeAGirl bill will close the gender gap in tech by investing in women’s #STEM education https://twitter.com/thehill/status/888452781589360640 QT @thehill Lawmakers unveil ""Code Like a Girl Act"" to close tech gender gap http://hill.cm/y8NJ5au http://pbs.twimg.com/media/DFRrGG-UMAAKOg0.jpg",0.0,0.7213
2238,Brendan Boyle,D,house,RT @OversightDems BREAKING: @RepCummings Sends Email Preservation Letters to #Ivanka &amp; #Kushner - asks #FBI to Conduct Security Review https://medium.com/oversightdems/email-preservation-letters-to-ivanka-kushner-trump-org-20e26cbaaf11,0.0,0.34
2239,John Culberson,R,house,RT @ReadyHarris HARRIS COUNTY RESIDENTIAL DEBRIS AND DAMAGE ASSESSMENT: http://www.readyharris.org/News-Information/Ready-Harris-News/Post/26752.,0.0,-0.6037
2240,Betty McCollum,D,house,".@realDonaldTrump's defense of the KKK &amp; neo-Nazis is disgusting. I reject this vile comment &amp; all Americans should. https://twitter.com/ABCPolitics/status/897556101293420544 QT @ABCPolitics Pres. Trump: There were ""very fine people on both sides"" at Charlottesville white supremacist rally. http://abcn.ws/2fJ669u http://pbs.twimg.com/media/DHTCgyWUwAAif5l.jpg https://video.twimg.com/amplify_video/897556005315198976/vid/640x360/MJi9iLiHICS_bhqR.mp4",-0.152777777778,-0.5535
2241,Mark Warner,D,senate,"Last week alone, my office received 1800+ calls &amp; 4200+ letters opposing #Trumpcare. As #AmericaSpeaksOut, I hope my GOP colleagues listen.",0.0,0.2263
2242,John Carter,R,house,Ready to watch @crufootball defend their title this year! Do you think the CRU will go #back2back? #goCRU http://www.wacotrib.com/sports/umhb-headlines-d-top-preseason-poll/article_592c5252-ae69-52aa-9b47-6c8ac06cdf2c.html http://pbs.twimg.com/media/DFGxsIwXgAAvYge.jpg,0.25,0.4199
2243,John Culberson,R,house,"RT @JerseyVillageTX If you're looking for a list of shelters that are currently open, you can find that info from ReadyHarris:... http://fb.me/8DnZVPwnt",0.0,0.0
2244,Kamala Harris,D,senate,"It’s here in black &amp; white, the actions of the Trump administration are causing premiums to rise for some families. https://www.apnews.com/cc6b335865e24a4b843dc0e2c4cc6c7a?utm_campaign=SocialFlow&utm_source=Twitter&utm_medium=AP_Politics",-0.0833333333333,0.0
2245,Michael McCaul,R,house,Glad to hear that @SteveScalise has been discharged from the hospital. He will now begin intensive inpatient rehabilitation.,0.5,0.4588
2246,Orrin Hatch,R,senate,"Democrats have allowed only 10% of Trump confirmations by voice vote, while more than 90% of Obama’s had happened by voice vote in 2009.",0.25,0.0
2247,Adriano Espaillat,D,house,Join me in support of #NYPD Officer Miosotis's family as she paid the ultimate price protecting our community. https://www.facebook.com/RepEspaillat/posts/1891971974348134 http://pbs.twimg.com/media/DETfPJSWsAAevVX.jpg,0.0,0.5994
2248,Adam Kinzinger,R,house,.@HouseCommerce joining Admin's efforts to #EndTrafficking by passing our #SOARAct through #SubHealth yesterday: http://bit.ly/2u2HyLo http://pbs.twimg.com/media/DDlsEpOXYAAx7wv.jpg,0.0,0.0
2249,Lacy Clay,D,house,"Must have been 'Bad Nazis"" who killed 400K American troops. Trump Again Blames ‘Both Sides’ https://nyti.ms/2vBmj6a",-0.35,-0.8934
2250,Darren Soto,D,house,"RT @1a There are opportunities to rebuild Puerto Rico to be more efficient and resilient in the face of future storms, says @RepDarrenSoto.",0.25,0.6901
2251,Jamie Raskin,D,house,RT @PressClubDC ICYMI: Some photos from #NPCBee. Thank you to @noelstjohn for capturing these great images! http://pbs.twimg.com/media/DKwq0R9XkAY0I0e.jpg http://pbs.twimg.com/media/DKwq0R-W0AIPR1g.jpg http://pbs.twimg.com/media/DKwq0SRWAAwNiY5.jpg http://pbs.twimg.com/media/DKwq0SbWkAEXfZW.jpg,1.0,0.784
2252,Dwight Evans,D,house,RT @TerryMcAuliffe The #GrahamCassidy healthcare bill is bad for Virginia &amp; bad for US. Millions will lose care &amp; premiums will skyrocket. Need bipartisan fix. http://pbs.twimg.com/media/DKBWsGGW4AAIHSP.jpg,-0.7,-0.7579
2253,Bob Corker,R,senate,WATCH our announcement at 12:30 p.m. on $25 million award to the Global Fund to End Modern Slavery: http://bit.ly/2wscHYQ #EndSlaveryAct ❌,0.1,-0.3182
2254,Steve Knight,R,house,RT @AustinDave_ Two Super Scoopers arrived in Los Angeles from @MRIF_Quebec yesterday to assist @LACo_FD w/ wildfires 🚒🔥. https://signalscv.com/2017/08/14/contracted-firefighting-super-scoopers-arrive-los-angeles/ @QuebecLA http://pbs.twimg.com/ext_tw_video_thumb/897199605087051776/pu/img/UopFh8quTL5JNrlj.jpg https://video.twimg.com/ext_tw_video/897199605087051776/pu/vid/1280x720/oxLs9g2Up3QvA__r.mp4,0.333333333333,0.5994
2255,David Perdue,R,senate,"As my team saw last month, JSTARS is a critical part of our military. @SenatorIsakson &amp; I are fighting to keep it. —&gt;http://bit.ly/2xioJIa http://pbs.twimg.com/media/DJivfz3WsAEJYYP.jpg",-0.0333333333333,-0.5859
2256,Sean Maloney,D,house,On #POWMIARecognitionDay we remember those who were POW or MIA during the Vietnam War. Thanks to all who have served and sacrificed. http://pbs.twimg.com/media/DJx6dz9WkAAUyUy.jpg,0.2,-0.6037
2257,Ted Cruz,R,senate,"Only one man stands between a dying man’s wish and his wife’s livelihood, and freedom: Xi Jinping. #FreeLiuXiaobo #FreeLiuXia",0.0,0.8271
2258,Ken Calvert,R,house,"Great news, but passing tax reform can grow wages and broader economic opportunities for all Americans. https://twitter.com/markets/status/894934083813421056 QT @markets U.S. job openings surge to record https://bloom.bg/2hFC6vY via @ShoChandra http://pbs.twimg.com/media/DGtxywtUIAAemNl.jpg",0.5,0.8945
2259,Sean Duffy,R,house,"RT @FoxBusiness .@RepSeanDuffy: ""This is going to be a tax break for all Americans. We're going to simplify the code."" http://pbs.twimg.com/media/DK2V9STXcAE3Jwb.jpg https://video.twimg.com/amplify_video/913550733697519616/vid/320x180/9wa_n5rIuFDuQvez.mp4",0.0,0.0
2260,Mike Crapo,R,senate,#ForeverGIBill to improve veterans' education benefits includes provision inspired by Idahoan.  https://www.washingtonpost.com/news/grade-point/wp/2017/07/25/new-gi-bill-unanimously-passes-house-heads-to-senate/?utm_term=.6ee7bc03fd88,0.0,0.8271
2261,Sam Johnson,R,house,Social Security provides important retirement &amp; disability benefits that millions of Americans rely on.,0.216666666667,0.7003
2262,Dick Durbin,D,senate,Last year DeVry agreed to pay $100 million for defrauding students. This is like the fox guarding the hen house. https://twitter.com/thehill/status/902895458581929984 QT @thehill Trump admin appoints ex-dean of college busted for fraud to run student aid fraud office: http://hill.cm/RqClWrL http://pbs.twimg.com/media/DIe6oipUEAUD7pG.jpg,0.0,-0.2185
2263,Keith Ellison,D,house,"Reminder from May '17: ""Numbers Don’t Lie:White Far-Right Terrorists Pose a Clear Danger to Us All"" https://static.theintercept.com/amp/the-numbers-dont-lie-white-far-right-terrorists-pose-a-clear-danger-to-us-all.html",0.1,-0.7096
2264,Don Bacon,R,house,"TY to farmers who contribute so much to Nebraska and #NE02. In 2016, Nebraska was the #1 state for red meat production! #NationalFarmersDay http://pbs.twimg.com/tweet_video_thumb/DL8hMK1W0AAzg_r.jpg https://video.twimg.com/tweet_video/DL8hMK1W0AAzg_r.mp4",0.1,0.561
2265,Brad Sherman,D,house,Thoughts and prayers are with the people of Spain.,0.0,0.0
2266,Joaquin Castro,D,house,"RT @jaysays @JoaquinCastrotx What about inaccurate ones, like the one at the Texas Capitol? http://pbs.twimg.com/media/DHdF6dnUIAEqEmY.jpg",0.0,0.3612
2267,Michelle Lujan Grisham,D,house,I had the opportunity to visit @UNM_Law &amp; it is clear to me that they are just as supportive of the students as they were when I attended. http://pbs.twimg.com/media/DIg8tsuXUAQrI49.jpg,0.3,0.765
2268,Orrin Hatch,R,senate,Take a look inside the Pentagon memorial where we pay tribute to the heroes and victims of 9/11. #NeverForget #utpol http://pbs.twimg.com/ext_tw_video_thumb/775066087016763392/pu/img/OR79Fj8ema8z2Nws.jpg https://video.twimg.com/ext_tw_video/775066087016763392/pu/vid/1280x720/Vumc7uGdJjeZMFZt.mp4,0.0,0.1531
2269,Adriano Espaillat,D,house,"#Trump's immigration principles are reckless and will put millions of lives at stake. #ProtectDreamers 
 https://www.reuters.com/article/us-usa-immigration-exclusive/trump-seeks-border-wall-crackdown-on-unaccompanied-minors-for-dreamer-deal-idUSKBN1CD10L",0.0,-0.4019
2270,Frank LoBiondo,R,house,"On Yom Kippur, I join #SouthJersey families in being thankful for people &amp; joys in our lives while sharing compassion to those we meet.",0.0,0.9313
2271,Deb Fischer,R,senate,"On #September11th 2001, at @Offutt_AFB, @US_Stratcom staff woke up expecting to continue a training exercise",0.0,0.0
2272,Dean Heller,R,senate,Thankful for police and first-responders on the scene.,0.0,0.5719
2273,Kyrsten Sinema,D,house,We helped Arizona veterans navigate the VA and access the benefits they've earned. Thanks @RepAndyBiggsAZ &amp; our event partners for joining! http://pbs.twimg.com/media/DImZ4CgWAAcVIxu.jpg http://pbs.twimg.com/media/DImZ5ezXcAA3Ik2.jpg,0.25,0.6996
2274,Mario Diaz-Balart,R,house,"As #hurricaneirma gets closer, we MUST remember to allow first responders to focus on emergencies. Use 211 for non-life threatening calls.",0.25,-0.3612
2275,Jeff Fortenberry,R,house,"Right now we're marking up both Leg Branch &amp; Defense Approps bills in committee, keeping gov running &amp; providing funding for our military.",0.0928571428571,0.128
2276,Sheldon Whitehouse,D,senate,Moon over Newport Jazz Festival http://pbs.twimg.com/media/DGgEh9PUQAA7SS5.jpg http://pbs.twimg.com/media/DGgEh9QUQAEXz0u.jpg,0.0,0.4939
2277,Mike Thompson,D,house,RT @CityofSantaRosa Help @CountyofSonoma Animal Services connect lost pets with their families. Visit https://goo.gl/F2dGm2 or call (707) 565-4648. http://pbs.twimg.com/media/DL7NyN1W4AA4nae.jpg,0.0,0.1027
2278,Amy Klobuchar,D,senate,Joined colleagues speaking out against healthcare bill cuts to funding needed to fight opioid epidemic. Threatens our bipartisan progress.,0.0,-0.5574
2279,Betty McCollum,D,house,"Very disappointed @HouseGOP just passed #HR36, yet another attack on a woman's right to choose. I voted NO on this bad bill. #NoAbortionBan",-0.463095238095,-0.9174
2280,Matt Cartwright,D,house,My thoughts and prayers are with the victims and families affected by the horrific shooting in Las Vegas.,-1.0,-0.8074
